Product,SKU,Supplier Code,Brand,Supplier,Category,Tag,SKU Name,SKU,Image,Subtitle,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,Revenue,Cost of Goods Sold,Gross Profit,Margin (%),Tax
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK890,5414465352553,,5414465352553,0,6500,0,0,0,0,6500,0,13000,0,0,0,26000,10021.09092,15978.90908,0.61457,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK813,5414465354977,,5414465354977,6500,0,0,0,0,6500,0,0,0,6500,0,6500,26000,8600.40625,17399.59375,0.66922,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK900; 4PK905,5414465354083,,5414465354083,0,6500,0,0,0,0,0,5500,0,6500,6500,0,25000,9255.99999,15744.00001,0.62976,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1645,5414465355707,,5414465355707,0,0,0,0,0,0,0,0,0,12000,0,12000,24000,5994,18006,0.75025,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK975; 4PK978,3444818,,3444818,0,0,0,0,8000,0,0,0,0,0,0,16000,24000,6729,17271,0.71963,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK875; 4PK878,5414465352515,,5414465352515,0,0,0,0,0,0,8000,0,0,0,7000,8000,23000,1924,21076,0.91635,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK993; 4PK995,3445716,,3445716,0,0,0,0,8000,0,0,0,7000,0,8000,0,23000,6068,16932,0.73617,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1250,3445202,,3445202,0,0,0,0,0,0,0,11000,0,0,0,12000,23000,7836,15164,0.6593,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1155,5414465386213,,5414465386213,0,0,0,0,0,0,0,0,0,6500,8000,8000,22500,11514,10986,0.48827,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1203,5414465354274,,5414465354274,0,0,10000,0,0,0,10000,0,0,0,0,0,20000,7644,12356,0.6178,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 7PK1905,5414465352072,,5414465352072,0,0,0,0,0,20000,0,0,0,0,0,0,20000,5766.5,14233.5,0.71168,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK780,5414465354809,,5414465354809,0,0,0,0,6500,0,6500,0,6500,0,0,0,19500,5438.57142,14061.42858,0.7211,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK830; 4PK833,5414465352478,,5414465352478,0,0,0,0,0,0,0,0,6500,6500,6500,0,19500,4977,14523,0.74477,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1210,5414465783777,,5414465783777,0,0,0,0,0,0,8000,0,19500,-8000,0,0,19500,5352,14148,0.72554,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1043,5414465359477,,5414465359477,0,0,0,0,0,0,0,9000,0,0,10000,0,19000,9600,9400,0.49474,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1010,3445569,,3445569,0,0,0,0,0,0,0,9000,0,0,0,10000,19000,6000,13000,0.68421,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2355; 6PK2358,1251,,1251,0,18000,0,0,0,0,0,0,0,0,0,0,18000,6187.5,11812.5,0.65625,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2305,5414465356384,,5414465356384,0,0,0,0,0,0,0,0,0,0,0,18000,18000,7854,10146,0.56367,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1910,5414465356599,,5414465356599,0,0,0,0,0,0,0,0,0,0,0,18000,18000,6337,11663,0.64794,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1803,5414465356087,,5414465356087,0,0,0,0,0,0,18000,0,0,0,0,0,18000,3340,14660,0.81444,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2245,5414465356339,,5414465356339,0,0,0,18000,0,0,0,0,0,0,0,0,18000,5034,12966,0.72033,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1880,5414465356537,,5414465356537,0,0,0,0,0,0,0,0,0,18000,0,0,18000,6583,11417,0.63428,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2500,5414465356988,,5414465356988,0,0,0,0,0,0,0,0,0,0,18000,0,18000,9008,8992,0.49956,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1733; 6PK1735,5414465353550,,5414465353550,18000,0,0,0,0,0,0,0,0,0,0,0,18000,4819,13181,0.73228,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2390,5414465356469,,5414465356469,0,0,0,0,0,0,0,0,0,0,17500,0,17500,4909,12591,0.71949,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1835,5414465356124,,5414465356124,0,0,0,0,0,0,17000,0,0,0,0,0,17000,6604,10396,0.61153,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1818; 6PK1820,5414465356483,,5414465356483,0,0,0,0,0,0,16500,0,0,0,0,0,16500,4904.69842,11595.30158,0.70275,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2140 (Mitsobushi),1252,,1252,0,0,0,0,0,0,0,16000,0,0,0,0,16000,5742,10258,0.64113,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK870,5414465352492,,5414465352492,0,0,0,0,0,0,0,0,0,0,16000,0,16000,4000,12000,0.75,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 7PK1275,3445997,,3445997,16000,0,0,0,0,0,0,0,0,0,0,0,16000,6247,9753,0.60956,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2213,5414465356322,,5414465356322,0,0,0,0,0,0,0,15500,0,0,0,0,15500,6604.75,8895.25,0.57389,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK925; 4PK928,5414465352638,,5414465352638,0,0,0,0,0,0,8000,7000,0,0,0,0,15000,4400,10600,0.70667,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1090,5414465354632,,5414465354632,0,0,0,0,0,0,7000,0,0,0,0,8000,15000,5122.85714,9877.14286,0.65848,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1560,5414465354441,,5414465354441,0,15000,0,0,0,0,0,0,0,0,0,0,15000,4587,10413,0.6942,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1775; 6PK1778,5414465355844,,5414465355844,0,0,0,0,0,0,0,0,0,0,15000,0,15000,5221,9779,0.65193,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1640,5414465355691,,5414465355691,0,0,0,0,0,0,0,0,14000,0,0,0,14000,5036,8964,0.64029,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1015; 1987947816,3446046,,3446046,14000,0,0,0,0,0,0,0,0,0,0,0,14000,3436,10564,0.75457,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2203,3444477,,3444477,0,0,0,0,0,0,0,13500,0,0,0,0,13500,6100,7400,0.54815,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK815,3165141069372,,3165141069372,0,0,0,0,0,0,0,0,0,13000,0,0,13000,3304,9696,0.74585,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 3PK675,3444817,,3444817,6500,0,0,0,6500,0,0,0,0,0,0,0,13000,2474,10526,0.80969,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1650,5414465283680,,5414465283680,0,0,0,12000,0,0,0,0,0,0,0,0,12000,4855,7145,0.59542,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1540,5414465353345,,5414465353345,0,0,0,0,0,0,0,0,12000,0,0,0,12000,5400,6600,0.55,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1530,5414465353338,,5414465353338,0,0,0,0,0,0,0,0,12000,0,0,0,12000,4182,7818,0.6515,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1573,5414465353383,,5414465353383,0,0,0,12000,0,0,0,0,0,0,0,0,12000,5355,6645,0.55375,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1665,5414465850875,,5414465850875,0,0,0,0,0,0,0,0,12000,0,0,0,12000,4453,7547,0.62892,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1720,5414465355769,,5414465355769,0,0,0,0,12000,0,0,0,0,0,0,0,12000,3952.25,8047.75,0.67065,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1228,5414465355448,,5414465355448,0,12000,0,0,0,0,0,0,0,0,0,0,12000,4043,7957,0.66308,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1495; 6PK1496,5414465850905,,5414465850905,0,12000,0,0,0,0,0,0,0,0,0,0,12000,4686,7314,0.6095,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1230,3439528,,3439528,0,0,0,0,0,0,0,0,0,0,0,12000,12000,3539.33333,8460.66667,0.70506,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1225,3445398,,3445398,0,0,0,0,0,0,0,0,0,12000,0,0,12000,3211,8789,0.73242,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK845,3445214,,3445214,0,0,0,0,0,0,0,11000,0,0,0,0,11000,3600,7400,0.67273,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1063,5414465354199,,5414465354199,0,0,0,10000,0,0,0,0,0,0,0,0,10000,2895.5,7104.5,0.71045,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1000,3444819,,3444819,0,10000,0,0,0,0,0,0,0,0,0,0,10000,2756,7244,0.7244,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1390,5414465355554,,5414465355554,0,9500,0,0,0,0,0,0,0,0,0,0,9500,3218,6282,0.66126,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1133,5414465352898,,5414465352898,0,0,0,0,0,0,0,9000,0,0,0,0,9000,3950,5050,0.56111,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1028,3445399,,3445399,0,0,0,0,0,0,0,9000,0,0,0,0,9000,3413,5587,0.62078,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1125,3165143350164,,3165143350164,0,0,0,0,0,0,0,0,0,0,0,8000,8000,2654,5346,0.66825,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK962; 5PK963,5414465355172,,5414465355172,0,0,0,0,0,0,0,0,0,0,8000,0,8000,2532.9375,5467.0625,0.68338,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1073,5414465354205,,5414465354205,0,8000,0,0,0,0,0,0,0,0,0,0,8000,2653.8,5346.2,0.66828,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK948; 5PK950,5414465352652,,5414465352652,0,0,0,0,0,0,0,0,0,0,8000,0,8000,3034,4966,0.62075,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1138,5414465354236,,5414465354236,0,0,0,0,0,0,0,0,8000,0,0,0,8000,3594,4406,0.55075,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1218,5414465353871,,5414465353871,0,0,0,0,0,8000,0,0,0,0,0,0,8000,2676,5324,0.6655,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1268,5414465353888,,5414465353888,0,0,0,0,0,0,0,8000,0,0,0,0,8000,3212.5,4787.5,0.59844,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1038,5414465355981,,5414465355981,0,0,0,0,0,0,0,0,0,8000,0,0,8000,2475,5525,0.69063,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK998,5414465352713,,5414465352713,0,0,0,0,0,0,0,0,0,0,0,8000,8000,2171.2,5828.8,0.7286,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1170,5414465353857,,5414465353857,0,0,0,0,0,0,8000,0,0,0,0,0,8000,2728.25,5271.75,0.65897,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK990,3165141069594,,3165141069594,0,0,0,8000,0,0,0,0,0,0,0,0,8000,3440,4560,0.57,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1005,3445215,,3445215,0,0,0,0,0,0,0,0,0,0,8000,0,8000,2742.6,5257.4,0.65718,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1010; 5PK1013,3446094,,3446094,0,0,0,0,0,0,0,0,0,8000,0,0,8000,2979.77778,5020.22222,0.62753,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK838,3445185,,3445185,8000,0,0,0,0,0,0,0,0,0,0,0,8000,2307.66667,5692.33333,0.71154,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1023,5414465352751,,5414465352751,0,0,0,0,0,0,0,7000,0,0,0,0,7000,2475,4525,0.64643,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1108,5414465356018,,5414465356018,0,0,0,0,0,0,0,7000,0,0,0,0,7000,2606,4394,0.62771,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 3PK753; 3PK750,5414465355912,,5414465355912,0,0,0,0,0,6500,0,0,0,0,0,0,6500,1498.25,5001.75,0.7695,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 3PK730,3445200,,3445200,0,0,0,0,0,6500,0,0,0,0,0,0,6500,1204,5296,0.81477,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK775,3165141069341,,3165141069341,0,0,0,0,0,0,0,0,0,0,6500,0,6500,1755.33333,4744.66667,0.72995,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 3PK848,5414465354571,,5414465354571,0,0,0,0,0,0,5500,0,0,0,0,0,5500,1477.61111,4022.38889,0.73134,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK925 (Mitsobushi),1249,,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK750,5414465352393,,5414465352393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1053,5414465352799,,5414465352799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1040,5414465352782,,5414465352782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK903,5414465355127,,5414465355127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1633,5414465354472,,5414465354472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1060; 6PK1063,5414465352812,,5414465352812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2100,5414465356728,,5414465356728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK2080; 6PK2083,5414465356292,,5414465356292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1195,5414465356025,,5414465356025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1003,5414465355974,,5414465355974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 6PK1190,5414465352980,,5414465352980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 4PK1755,5414465353574,,5414465353574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1000,8021787505481,,8021787505481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1545,3444816,,3444816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie Hydraulique Premium,5414465354823,,Gates,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie Hydraulique Premium / 5PK1200,3445568,,3445568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x1050; 1987947656 ;6472MC,3165141181135,,3165141181135,72000,48000,8000,40000,8000,24000,48000,21000,86000,104000,80000,80000,619000,214523.60002,404476.39998,0.65344,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13X950; 1987947615; 6468MC,3165141180312,,3165141180312,71500,39000,52000,45500,52000,32500,77000,36000,60500,63000,33500,39000,601500,217761.06008,383738.93992,0.63797,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 10x1075; 1987947641; 6223MC,3165141180831,,3165141180831,32000,8000,0,40000,64000,64000,30000,28000,56000,32000,32000,48000,434000,102391.68212,331608.31788,0.76407,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x1040; 1987947745; 6472MC,3165141182712,,3165141182712,0,0,8000,40000,0,16000,16000,52000,48000,8000,16000,48000,252000,81903,170097,0.67499,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 10x1175; 1987947645 ;6227MC,3165141180916,,3165141180916,100000,0,0,0,0,0,0,0,0,105600,0,0,205600,49114.127,156485.873,0.76112,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x925; 1987947654; 6467MC,3165141181098,,3165141181098,13000,13000,0,12500,13000,32500,6000,6000,13000,26000,27300,6500,168800,67682.17539,101117.82461,0.59904,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x1200; 1987947663; 6478MC,3165141181272,,3165141181272,32000,8000,0,0,0,8000,8000,22000,16000,16000,16000,32000,158000,56782.50004,101217.49996,0.64062,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13X825; 1987947650; 6463MC,3165141181012,,3165141181012,12500,19500,0,6500,13000,0,6500,16500,12000,13000,39000,0,138500,60060,78440,0.56635,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x1250; 1987947620 ;6480MC,3165141180411,,3165141180411,16000,0,0,0,0,40000,0,7000,24000,0,24000,16000,127000,43831.52778,83168.47222,0.65487,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x1275; 1987947665; 6481MC,3165141181319,,3165141181319,0,24000,8000,8000,16000,0,21500,7000,8000,8000,8000,16000,124500,57034.10908,67465.89092,0.54189,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x900; 1987947653; 6466MC,3165141181074,,3165141181074,6500,0,19500,19500,0,19500,6500,5500,12000,13000,0,13000,115000,48830.49355,66169.50645,0.57539,0
courroie alternateur Premium,4047025266826,,Bosch,,Moteur et Transmission / Courroies et Chaînes / Courroies,Moteur,courroie alternateur Premium / 13x1000; 1987947617; 6470MC,3165141180350,,3165141180350,0,32000,0,24000,0,0,0,7000,16000,8000,16000,8000,111000,40440.27001,70559.72999,0.63567,0
