date,meal_type,category,item_name,price,quantity,payment_method,server
2024-01-27,Breakfast,Appetizer,Steak,27.96,1,Cash,Diana
2024-01-27,Lunch,Main Course,Pasta,15.34,3,Cash,Alice
2024-01-28,Dinner,Main Course,Cake,13.34,2,Mobile,Diana
2024-01-28,Dinner,Appetizer,Pasta,42.16,2,Cash,Bob
2024-01-28,Dinner,Beverage,Ice Cream,40.35,3,Card,Charlie
2024-01-28,Dinner,Beverage,Pancakes,37.83,1,Mobile,Alice
2024-01-28,Lunch,Beverage,Ice Cream,6.14,3,Card,Alice
2024-01-28,Lunch,Beverage,Soup,31.5,1,Cash,Charlie
2024-01-28,Lunch,Main Course,Pancakes,33.23,1,Cash,Bob
2024-01-28,Breakfast,Appetizer,Pancakes,18.23,2,Mobile,Alice
2024-01-28,Dinner,Main Course,Cake,14.34,2,Mobile,Charlie
2024-01-28,Breakfast,Dessert,Steak,25.98,1,Cash,Diana
2024-01-28,Dinner,Main Course,Pasta,24.35,1,Card,Charlie
2024-01-28,Breakfast,Beverage,Omelette,22.9,2,Card,Alice
2024-01-28,Dinner,Appetizer,Steak,7.05,1,Mobile,Diana
2024-01-28,Dinner,Appetizer,Salad,27.94,3,Cash,Charlie
2024-01-28,Lunch,Appetizer,Ice Cream,24.72,2,Mobile,Alice
2024-01-28,Dinner,Dessert,Omelette,14.7,3,Cash,Alice
2024-01-28,Lunch,Appetizer,Ice Cream,13.51,3,Card,Diana
2024-01-28,Breakfast,Dessert,Cake,13.99,3,Mobile,Charlie
2024-01-28,Dinner,Dessert,Pancakes,14.49,2,Cash,Alice
2024-01-28,Breakfast,Beverage,Soup,46.73,2,Card,Bob
2024-01-28,Breakfast,Appetizer,Burger,28.61,1,Cash,Charlie
2024-01-28,Dinner,Dessert,Cake,6.35,3,Card,Charlie
2024-01-28,Dinner,Dessert,Soda,31.88,2,Mobile,Diana
2024-01-28,Lunch,Beverage,Omelette,32.88,1,Mobile,Diana
2024-01-28,Lunch,Main Course,Pancakes,17.67,2,Cash,Diana
2024-01-29,Breakfast,Beverage,Soup,24.6,3,Card,Diana
2024-01-29,Dinner,Main Course,Cake,19.09,1,Card,Bob
2024-01-29,Breakfast,Dessert,Soda,13.36,2,Card,Diana
2024-01-29,Dinner,Appetizer,Cake,31.78,3,Card,Alice
2024-01-29,Breakfast,Dessert,Omelette,13.52,2,Card,Bob
2024-01-29,Breakfast,Main Course,Salad,38.92,2,Mobile,Charlie
2024-01-29,Breakfast,Dessert,Coffee,47.37,1,Mobile,Charlie
2024-01-29,Breakfast,Appetizer,Soda,23.5,2,Mobile,Charlie
2024-01-29,Lunch,Beverage,Soda,45.91,3,Mobile,Diana
2024-01-29,Breakfast,Main Course,Ice Cream,37.84,3,Card,Alice
2024-01-29,Breakfast,Beverage,Pancakes,42.01,1,Card,Alice
2024-01-29,Breakfast,Beverage,Pasta,35.7,2,Card,Bob
2024-01-29,Dinner,Main Course,Ice Cream,12.4,1,Card,Alice
2024-01-29,Lunch,Appetizer,Juice,20.48,3,Mobile,Diana
2024-01-29,Dinner,Main Course,Steak,41.94,2,Mobile,Diana
2024-01-29,Dinner,Beverage,Omelette,30.23,1,Mobile,Charlie
2024-01-29,Breakfast,Beverage,Steak,9.44,1,Mobile,Alice
2024-01-29,Dinner,Appetizer,Pasta,14.66,1,Mobile,Diana
2024-01-29,Lunch,Appetizer,Cake,6.46,2,Mobile,Diana
2024-01-29,Dinner,Main Course,Juice,38.67,1,Cash,Bob
2024-01-29,Lunch,Main Course,Ice Cream,6.43,2,Cash,Diana
2024-01-29,Dinner,Main Course,Soup,10.21,1,Cash,Charlie
2024-01-29,Lunch,Beverage,Steak,32.63,1,Cash,Charlie
2024-01-29,Lunch,Main Course,Coffee,42.06,1,Card,Bob
2024-01-29,Dinner,Appetizer,Cake,12.12,1,Cash,Bob
2024-01-29,Lunch,Appetizer,Pancakes,42.56,2,Cash,Bob
2024-01-29,Dinner,Main Course,Cake,41.38,2,Cash,Charlie
2024-01-29,Breakfast,Appetizer,Steak,14.19,2,Cash,Bob
2024-01-29,Lunch,Appetizer,Soup,28.92,2,Mobile,Alice
2024-01-29,Lunch,Beverage,Pasta,12.25,2,Card,Diana
2024-01-29,Breakfast,Appetizer,Soup,23.8,3,Mobile,Charlie
2024-01-29,Dinner,Dessert,Soda,36.2,3,Mobile,Diana
2024-01-29,Dinner,Beverage,Coffee,42.51,1,Cash,Alice
2024-01-29,Dinner,Dessert,Omelette,9.76,1,Card,Bob
2024-01-29,Lunch,Appetizer,Salad,30.03,2,Cash,Bob
2024-01-29,Breakfast,Main Course,Burger,15.41,3,Mobile,Charlie
2024-01-30,Dinner,Appetizer,Omelette,44.88,3,Mobile,Bob
2024-01-30,Breakfast,Appetizer,Burger,9.11,2,Card,Bob
2024-01-30,Breakfast,Appetizer,Soup,37.92,3,Card,Alice
2024-01-30,Dinner,Appetizer,Pasta,47.44,1,Card,Diana
2024-01-30,Breakfast,Dessert,Pasta,16.3,2,Mobile,Diana
2024-01-30,Lunch,Beverage,Ice Cream,18.88,2,Mobile,Charlie
2024-01-30,Dinner,Main Course,Juice,37.08,3,Cash,Alice
2024-01-30,Dinner,Appetizer,Pasta,41.92,3,Card,Alice
2024-01-30,Lunch,Beverage,Soup,16.97,3,Card,Charlie
2024-01-30,Breakfast,Beverage,Soda,34.68,1,Card,Alice
2024-01-30,Dinner,Appetizer,Ice Cream,13.15,3,Cash,Charlie
2024-01-30,Breakfast,Dessert,Salad,29.59,2,Cash,Diana
2024-01-30,Lunch,Appetizer,Cake,23.82,1,Card,Bob
2024-01-30,Lunch,Appetizer,Coffee,20.32,3,Cash,Alice
2024-01-30,Lunch,Dessert,Salad,20.1,2,Mobile,Charlie
2024-01-30,Dinner,Appetizer,Steak,47.67,3,Mobile,Alice
2024-01-30,Lunch,Beverage,Omelette,46.69,2,Card,Bob
2024-01-30,Dinner,Dessert,Pancakes,5.44,3,Cash,Charlie
2024-01-30,Lunch,Beverage,Pasta,40.17,3,Mobile,Charlie
2024-01-30,Lunch,Beverage,Soda,22.9,3,Card,Bob
2024-01-30,Lunch,Dessert,Juice,36.92,3,Mobile,Charlie
2024-01-30,Dinner,Dessert,Cake,9.19,1,Card,Charlie
2024-01-30,Breakfast,Dessert,Pancakes,15.17,1,Cash,Bob
2024-01-30,Lunch,Appetizer,Soda,17.93,3,Card,Bob
2024-01-30,Dinner,Appetizer,Salad,27.16,1,Cash,Charlie
2024-01-30,Dinner,Beverage,Salad,12.26,2,Cash,Diana
2024-01-30,Breakfast,Dessert,Soup,11.93,1,Card,Charlie
2024-01-30,Lunch,Main Course,Omelette,7.55,2,Cash,Charlie
